date,dam,level_m,capacity_m3,api_date,level_raw,capacity_raw
2018-04-28,Occhito,190.64,186258840,28/04/2018,"190,64",186.258.840
2018-04-28,Osento,454.05,9680000,28/04/2018,"454,05",9.680.000
2018-04-29,Capaccio,146.88,16920000,29/04/2018,"146,88",16.920.000
2018-04-29,Capacciotti,189.2,42445300,29/04/2018,"189,20",42.445.300
2018-04-29,Occhito,190.6,185696600,29/04/2018,"190,60",185.696.600
2018-04-29,Osento,454.05,9680000,29/04/2018,"454,05",9.680.000
2018-04-30,Capaccio,146.86,16840000,30/04/2018,"146,86",16.840.000
2018-04-30,Capacciotti,189.25,42579200,30/04/2018,"189,25",42.579.200
2018-04-30,Occhito,190.59,185556040,30/04/2018,"190,59",185.556.040
2018-04-30,Osento,454.05,9680000,30/04/2018,"454,05",9.680.000
2018-05-01,Capaccio,146.83,16751794,01/05/2018,"146,83",16.751.794
2018-05-01,Capacciotti,189.3,42713100,01/05/2018,"189,30",42.713.100
2018-05-01,Occhito,190.56,185134360,01/05/2018,"190,56",185.134.360
2018-05-01,Osento,454.05,9680000,01/05/2018,"454,05",9.680.000
2018-05-02,Capaccio,146.82,16727676,02/05/2018,"146,82",16.727.676
2018-05-02,Capacciotti,189.3,42713100,02/05/2018,"189,30",42.713.100
2018-05-02,Occhito,190.53,184712680,02/05/2018,"190,53",184.712.680
2018-05-02,Osento,454.05,9680000,02/05/2018,"454,05",9.680.000
2018-05-03,Capaccio,146.82,16727676,03/05/2018,"146,82",16.727.676
2018-05-03,Capacciotti,189.3,42713100,03/05/2018,"189,30",42.713.100
2018-05-03,Occhito,190.52,184572120,03/05/2018,"190,52",184.572.120
2018-05-03,Osento,454.05,9680000,03/05/2018,"454,05",9.680.000
2018-05-04,Capaccio,146.84,16775912,04/05/2018,"146,84",16.775.912
2018-05-04,Capacciotti,189.35,42847000,04/05/2018,"189,35",42.847.000
2018-05-04,Occhito,190.55,184993800,04/05/2018,"190,55",184.993.800
2018-05-04,Osento,454.1,9710000,04/05/2018,"454,10",9.710.000
2018-05-05,Capaccio,146.84,16775912,05/05/2018,"146,84",16.775.912
2018-05-05,Capacciotti,189.4,42980900,05/05/2018,"189,40",42.980.900
2018-05-05,Occhito,190.54,184853240,05/05/2018,"190,54",184.853.240
2018-05-05,Osento,454.15,9740000,05/05/2018,"454,15",9.740.000
2018-05-06,Capaccio,146.85,16800000,06/05/2018,"146,85",16.800.000
2018-05-06,Capacciotti,189.45,43114800,06/05/2018,"189,45",43.114.800
2018-05-06,Occhito,190.58,185415480,06/05/2018,"190,58",185.415.480
2018-05-06,Osento,454.2,9770000,06/05/2018,"454,20",9.770.000
2018-05-07,Capaccio,146.85,16800000,07/05/2018,"146,85",16.800.000
2018-05-07,Capacciotti,189.5,43248700,07/05/2018,"189,50",43.248.700
2018-05-07,Occhito,190.6,185696600,07/05/2018,"190,60",185.696.600
2018-05-07,Osento,454.2,9770000,07/05/2018,"454,20",9.770.000
2018-05-08,Capaccio,146.85,16800000,08/05/2018,"146,85",16.800.000
2018-05-08,Capacciotti,189.5,43248700,08/05/2018,"189,50",43.248.700
2018-05-08,Occhito,190.61,185837160,08/05/2018,"190,61",185.837.160
2018-05-08,Osento,454.25,9800000,08/05/2018,"454,25",9.800.000
2018-05-09,Capaccio,146.87,16880000,09/05/2018,"146,87",16.880.000
2018-05-09,Capacciotti,189.6,43516500,09/05/2018,"189,60",43.516.500
2018-05-09,Occhito,190.63,186118280,09/05/2018,"190,63",186.118.280
2018-05-09,Osento,454.3,9830000,09/05/2018,"454,30",9.830.000
2018-05-10,Capaccio,146.91,17040000,10/05/2018,"146,91",17.040.000
2018-05-10,Capacciotti,189.7,43784300,10/05/2018,"189,70",43.784.300
2018-05-10,Occhito,190.67,186680520,10/05/2018,"190,67",186.680.520
2018-05-10,Osento,454.35,9860000,10/05/2018,"454,35",9.860.000
2018-05-11,Capaccio,146.91,17040000,11/05/2018,"146,91",17.040.000
2018-05-11,Capacciotti,189.85,44186000,11/05/2018,"189,85",44.186.000
2018-05-11,Occhito,190.7,187102200,11/05/2018,"190,70",187.102.200
2018-05-11,Osento,454.4,9890000,11/05/2018,"454,40",9.890.000
2018-05-12,Capaccio,146.94,17160000,12/05/2018,"146,94",17.160.000
2018-05-12,Capacciotti,189.9,44319900,12/05/2018,"189,90",44.319.900
2018-05-12,Occhito,190.72,187383320,12/05/2018,"190,72",187.383.320
2018-05-12,Osento,454.6,10030000,12/05/2018,"454,60",10.030.000
2018-05-13,Capaccio,146.97,17280000,13/05/2018,"146,97",17.280.000
2018-05-13,Capacciotti,190.0,44587400,13/05/2018,"190,00",44.587.400
2018-05-13,Occhito,190.78,188226680,13/05/2018,"190,78",188.226.680
2018-05-13,Osento,454.7,10110000,13/05/2018,"454,70",10.110.000
2018-05-14,Capaccio,146.96,17240000,14/05/2018,"146,96",17.240.000
2018-05-14,Capacciotti,190.1,44877400,14/05/2018,"190,10",44.877.400
2018-05-14,Occhito,190.78,188226680,14/05/2018,"190,78",188.226.680
2018-05-14,Osento,454.7,10110000,14/05/2018,"454,70",10.110.000
2018-05-15,Capaccio,146.94,17160000,15/05/2018,"146,94",17.160.000
2018-05-15,Capacciotti,190.15,45022400,15/05/2018,"190,15",45.022.400
2018-05-15,Occhito,190.77,188086120,15/05/2018,"190,77",188.086.120
2018-05-15,Osento,454.75,10150000,15/05/2018,"454,75",10.150.000
2018-05-16,Capaccio,146.93,17120000,16/05/2018,"146,93",17.120.000
2018-05-16,Capacciotti,190.2,45167400,16/05/2018,"190,20",45.167.400
2018-05-16,Occhito,190.75,187805000,16/05/2018,"190,75",187.805.000
2018-05-16,Osento,454.8,10190000,16/05/2018,"454,80",10.190.000
2018-05-17,Capaccio,146.92,17080000,17/05/2018,"146,92",17.080.000
2018-05-17,Capacciotti,190.2,45167400,17/05/2018,"190,20",45.167.400
2018-05-17,Occhito,190.74,187664440,17/05/2018,"190,74",187.664.440
2018-05-17,Osento,454.85,10230000,17/05/2018,"454,85",10.230.000
2018-05-18,Capaccio,146.9,17000000,18/05/2018,"146,90",17.000.000
2018-05-18,Capacciotti,190.25,45312400,18/05/2018,"190,25",45.312.400
2018-05-18,Occhito,190.72,187383320,18/05/2018,"190,72",187.383.320
2018-05-18,Osento,454.85,10230000,18/05/2018,"454,85",10.230.000
2018-05-19,Capaccio,146.89,16960000,19/05/2018,"146,89",16.960.000
2018-05-19,Capacciotti,190.25,45312400,19/05/2018,"190,25",45.312.400
2018-05-19,Occhito,190.72,187383320,19/05/2018,"190,72",187.383.320
2018-05-19,Osento,454.85,10230000,19/05/2018,"454,85",10.230.000
2018-05-20,Capaccio,146.87,16880000,20/05/2018,"146,87",16.880.000
2018-05-20,Capacciotti,190.25,45312400,20/05/2018,"190,25",45.312.400
2018-05-20,Occhito,190.69,186961640,20/05/2018,"190,69",186.961.640
2018-05-20,Osento,454.85,10230000,20/05/2018,"454,85",10.230.000
2018-05-21,Capaccio,146.85,16800000,21/05/2018,"146,85",16.800.000
2018-05-21,Capacciotti,190.2,45167400,21/05/2018,"190,20",45.167.400
2018-05-21,Occhito,190.66,186539960,21/05/2018,"190,66",186.539.960
2018-05-21,Osento,454.85,10230000,21/05/2018,"454,85",10.230.000
2018-05-22,Capaccio,146.84,16775912,22/05/2018,"146,84",16.775.912
2018-05-22,Capacciotti,190.2,45167400,22/05/2018,"190,20",45.167.400
2018-05-22,Occhito,190.65,186399400,22/05/2018,"190,65",186.399.400
2018-05-22,Osento,454.9,10270000,22/05/2018,"454,90",10.270.000
2018-05-23,Capaccio,146.87,16880000,23/05/2018,"146,87",16.880.000
2018-05-23,Capacciotti,190.3,45457400,23/05/2018,"190,30",45.457.400
2018-05-23,Occhito,190.68,186821080,23/05/2018,"190,68",186.821.080
2018-05-23,Osento,454.95,10310000,23/05/2018,"454,95",10.310.000
2018-05-24,Capaccio,146.94,17160000,24/05/2018,"146,94",17.160.000
2018-05-24,Capacciotti,190.45,45892400,24/05/2018,"190,45",45.892.400
2018-05-24,Occhito,190.78,188226680,24/05/2018,"190,78",188.226.680
2018-05-24,Osento,455.05,10395000,24/05/2018,"455,05",10.395.000
2018-05-25,Capaccio,146.98,17320000,25/05/2018,"146,98",17.320.000
2018-05-25,Capacciotti,190.6,46327400,25/05/2018,"190,60",46.327.400
2018-05-25,Occhito,190.81,188648360,25/05/2018,"190,81",188.648.360
2018-05-25,Osento,455.1,10440000,25/05/2018,"455,10",10.440.000
2018-05-26,Capaccio,146.98,17320000,26/05/2018,"146,98",17.320.000
2018-05-26,Capacciotti,190.7,46617400,26/05/2018,"190,70",46.617.400
2018-05-26,Occhito,190.81,188648360,26/05/2018,"190,81",188.648.360
2018-05-26,Osento,455.1,10440000,26/05/2018,"455,10",10.440.000
2018-05-27,Capaccio,146.97,17280000,27/05/2018,"146,97",17.280.000
2018-05-27,Capacciotti,190.8,46907400,27/05/2018,"190,80",46.907.400
2018-05-27,Occhito,190.81,188648360,27/05/2018,"190,81",188.648.360
2018-05-27,Osento,455.15,10485000,27/05/2018,"455,15",10.485.000
2018-05-28,Capaccio,146.96,17240000,28/05/2018,"146,96",17.240.000
2018-05-28,Capacciotti,190.85,47052400,28/05/2018,"190,85",47.052.400
2018-05-28,Occhito,190.8,188507800,28/05/2018,"190,80",188.507.800
2018-05-28,Osento,455.2,10530000,28/05/2018,"455,20",10.530.000
2018-05-29,Capaccio,146.94,17160000,29/05/2018,"146,94",17.160.000
2018-05-29,Capacciotti,190.9,47197400,29/05/2018,"190,90",47.197.400
2018-05-29,Occhito,190.77,188086120,29/05/2018,"190,77",188.086.120
2018-05-29,Osento,455.2,10530000,29/05/2018,"455,20",10.530.000
2018-05-30,Capaccio,146.92,17080000,30/05/2018,"146,92",17.080.000
2018-05-30,Capacciotti,190.9,47197400,30/05/2018,"190,90",47.197.400
2018-05-30,Occhito,190.75,187805000,30/05/2018,"190,75",187.805.000
2018-05-30,Osento,455.2,10530000,30/05/2018,"455,20",10.530.000
2018-05-31,Capaccio,146.9,17000000,31/05/2018,"146,90",17.000.000
2018-05-31,Capacciotti,190.85,47052400,31/05/2018,"190,85",47.052.400
2018-05-31,Occhito,190.72,187383320,31/05/2018,"190,72",187.383.320
2018-05-31,Osento,455.2,10530000,31/05/2018,"455,20",10.530.000
2018-06-01,Capaccio,146.88,16920000,01/06/2018,"146,88",16.920.000
2018-06-01,Capacciotti,190.8,46907400,01/06/2018,"190,80",46.907.400
2018-06-01,Occhito,190.7,187102200,01/06/2018,"190,70",187.102.200
2018-06-01,Osento,455.2,10530000,01/06/2018,"455,20",10.530.000
2018-06-02,Capaccio,146.86,16840000,02/06/2018,"146,86",16.840.000
2018-06-02,Capacciotti,190.8,46907400,02/06/2018,"190,80",46.907.400
2018-06-02,Occhito,190.67,186680520,02/06/2018,"190,67",186.680.520
2018-06-02,Osento,455.2,10530000,02/06/2018,"455,20",10.530.000
2018-06-03,Capaccio,146.83,16751794,03/06/2018,"146,83",16.751.794
2018-06-03,Capacciotti,190.75,46762400,03/06/2018,"190,75",46.762.400
2018-06-03,Occhito,190.63,186118280,03/06/2018,"190,63",186.118.280
2018-06-03,Osento,455.2,10530000,03/06/2018,"455,20",10.530.000
2018-06-04,Capaccio,146.81,16703558,04/06/2018,"146,81",16.703.558
2018-06-04,Capacciotti,190.7,46617400,04/06/2018,"190,70",46.617.400
2018-06-04,Occhito,190.61,185837160,04/06/2018,"190,61",185.837.160
2018-06-04,Osento,455.2,10530000,04/06/2018,"455,20",10.530.000
2018-06-05,Capaccio,146.78,16631204,05/06/2018,"146,78",16.631.204
2018-06-05,Capacciotti,190.6,46327400,05/06/2018,"190,60",46.327.400
2018-06-05,Occhito,190.56,185134360,05/06/2018,"190,56",185.134.360
2018-06-05,Osento,455.2,10530000,05/06/2018,"455,20",10.530.000
2018-06-06,Capaccio,146.75,16558850,06/06/2018,"146,75",16.558.850
2018-06-06,Capacciotti,190.45,45892400,06/06/2018,"190,45",45.892.400
2018-06-06,Occhito,190.53,184712680,06/06/2018,"190,53",184.712.680
2018-06-06,Osento,455.2,10530000,06/06/2018,"455,20",10.530.000
2018-06-07,Capaccio,146.73,16510614,07/06/2018,"146,73",16.510.614
2018-06-07,Capacciotti,190.3,45457400,07/06/2018,"190,30",45.457.400
2018-06-07,Occhito,190.48,184009880,07/06/2018,"190,48",184.009.880
2018-06-07,Osento,455.2,10530000,07/06/2018,"455,20",10.530.000
2018-06-08,Capaccio,146.7,16438260,08/06/2018,"146,70",16.438.260
2018-06-08,Capacciotti,190.15,45022400,08/06/2018,"190,15",45.022.400
2018-06-08,Occhito,190.44,183447640,08/06/2018,"190,44",183.447.640
2018-06-08,Osento,455.2,10530000,08/06/2018,"455,20",10.530.000
2018-06-09,Capaccio,146.71,16462378,09/06/2018,"146,71",16.462.378
2018-06-09,Capacciotti,190.0,44587400,09/06/2018,"190,00",44.587.400
2018-06-09,Occhito,190.4,182885400,09/06/2018,"190,40",182.885.400
2018-06-09,Osento,455.2,10530000,09/06/2018,"455,20",10.530.000
2018-06-10,Capaccio,146.69,16414142,10/06/2018,"146,69",16.414.142
2018-06-10,Capacciotti,189.9,44319900,10/06/2018,"189,90",44.319.900
2018-06-10,Occhito,190.36,182323160,10/06/2018,"190,36",182.323.160
2018-06-10,Osento,455.2,10530000,10/06/2018,"455,20",10.530.000
2018-06-11,Capaccio,146.66,16341788,11/06/2018,"146,66",16.341.788
2018-06-11,Capacciotti,189.8,44052100,11/06/2018,"189,80",44.052.100
2018-06-11,Occhito,190.32,181760920,11/06/2018,"190,32",181.760.920
2018-06-11,Osento,455.2,10530000,11/06/2018,"455,20",10.530.000
2018-06-12,Capaccio,146.64,16293552,12/06/2018,"146,64",16.293.552
2018-06-12,Capacciotti,189.7,43784300,12/06/2018,"189,70",43.784.300
2018-06-12,Occhito,190.28,181198680,12/06/2018,"190,28",181.198.680
2018-06-12,Osento,455.2,10530000,12/06/2018,"455,20",10.530.000
2018-06-13,Capaccio,146.59,16172962,13/06/2018,"146,59",16.172.962
2018-06-13,Capacciotti,189.5,43248700,13/06/2018,"189,50",43.248.700
2018-06-13,Occhito,190.23,180495880,13/06/2018,"190,23",180.495.880
2018-06-13,Osento,455.2,10530000,13/06/2018,"455,20",10.530.000
2018-06-14,Capaccio,146.54,16052372,14/06/2018,"146,54",16.052.372
2018-06-14,Capacciotti,189.4,42980900,14/06/2018,"189,40",42.980.900
2018-06-14,Occhito,190.18,179793080,14/06/2018,"190,18",179.793.080
2018-06-14,Osento,455.2,10530000,14/06/2018,"455,20",10.530.000
2018-06-15,Capaccio,146.6,16197080,15/06/2018,"146,60",16.197.080
2018-06-15,Capacciotti,189.4,42980900,15/06/2018,"189,40",42.980.900
2018-06-15,Occhito,190.26,180917560,15/06/2018,"190,26",180.917.560
2018-06-15,Osento,455.2,10530000,15/06/2018,"455,20",10.530.000
2018-06-16,Capaccio,146.62,16245316,16/06/2018,"146,62",16.245.316
2018-06-16,Capacciotti,189.4,42980900,16/06/2018,"189,40",42.980.900
2018-06-16,Occhito,190.25,180777000,16/06/2018,"190,25",180.777.000
2018-06-16,Osento,455.2,10530000,16/06/2018,"455,20",10.530.000
2018-06-17,Capaccio,146.61,16221198,17/06/2018,"146,61",16.221.198
2018-06-17,Capacciotti,189.4,42980900,17/06/2018,"189,40",42.980.900
2018-06-17,Occhito,190.22,180355320,17/06/2018,"190,22",180.355.320
2018-06-17,Osento,455.2,10530000,17/06/2018,"455,20",10.530.000
2018-06-18,Capaccio,146.59,16172962,18/06/2018,"146,59",16.172.962
2018-06-18,Capacciotti,189.4,42980900,18/06/2018,"189,40",42.980.900
2018-06-18,Occhito,190.2,180074200,18/06/2018,"190,20",180.074.200
2018-06-18,Osento,455.2,10530000,18/06/2018,"455,20",10.530.000
2018-06-19,Capaccio,146.55,16076490,19/06/2018,"146,55",16.076.490
2018-06-19,Capacciotti,189.4,42980900,19/06/2018,"189,40",42.980.900
2018-06-19,Occhito,190.17,179652520,19/06/2018,"190,17",179.652.520
2018-06-19,Osento,455.2,10530000,19/06/2018,"455,20",10.530.000
2018-06-20,Capaccio,146.51,15980018,20/06/2018,"146,51",15.980.018
2018-06-20,Capacciotti,189.4,42980900,20/06/2018,"189,40",42.980.900
2018-06-20,Occhito,190.1,178668600,20/06/2018,"190,10",178.668.600
2018-06-20,Osento,455.2,10530000,20/06/2018,"455,20",10.530.000
2018-06-21,Capaccio,146.47,15883546,21/06/2018,"146,47",15.883.546
2018-06-21,Capacciotti,189.4,42980900,21/06/2018,"189,40",42.980.900
2018-06-21,Occhito,190.06,178106360,21/06/2018,"190,06",178.106.360
2018-06-21,Osento,455.2,10530000,21/06/2018,"455,20",10.530.000
2018-06-22,Capaccio,146.43,15787074,22/06/2018,"146,43",15.787.074
2018-06-22,Capacciotti,189.4,42980900,22/06/2018,"189,40",42.980.900
2018-06-22,Occhito,190.03,177684680,22/06/2018,"190,03",177.684.680
2018-06-22,Osento,455.2,10530000,22/06/2018,"455,20",10.530.000
2018-06-23,Capaccio,146.4,15714720,23/06/2018,"146,40",15.714.720
2018-06-23,Capacciotti,189.4,42980900,23/06/2018,"189,40",42.980.900
2018-06-23,Occhito,190.0,177263000,23/06/2018,"190,00",177.263.000
2018-06-23,Osento,455.2,10530000,23/06/2018,"455,20",10.530.000
2018-06-24,Capaccio,146.39,15690602,24/06/2018,"146,39",15.690.602
2018-06-24,Capacciotti,189.4,42980900,24/06/2018,"189,40",42.980.900
2018-06-24,Occhito,189.97,176962220,24/06/2018,"189,97",176.962.220
2018-06-24,Osento,455.2,10530000,24/06/2018,"455,20",10.530.000
2018-06-25,Capaccio,146.35,15594130,25/06/2018,"146,35",15.594.130
2018-06-25,Capacciotti,189.3,42713100,25/06/2018,"189,30",42.713.100
2018-06-25,Occhito,189.94,176661440,25/06/2018,"189,94",176.661.440
2018-06-25,Osento,455.2,10530000,25/06/2018,"455,20",10.530.000
2018-06-26,Capaccio,146.31,15497658,26/06/2018,"146,31",15.497.658
2018-06-26,Capacciotti,189.3,42713100,26/06/2018,"189,30",42.713.100
2018-06-26,Occhito,189.9,176260400,26/06/2018,"189,90",176.260.400
2018-06-26,Osento,455.2,10530000,26/06/2018,"455,20",10.530.000
2018-06-27,Capaccio,146.3,15473540,27/06/2018,"146,30",15.473.540
2018-06-27,Capacciotti,189.25,42579200,27/06/2018,"189,25",42.579.200
2018-06-27,Occhito,189.86,175859360,27/06/2018,"189,86",175.859.360
2018-06-27,Osento,455.2,10530000,27/06/2018,"455,20",10.530.000
2018-06-28,Capaccio,146.27,15401186,28/06/2018,"146,27",15.401.186
2018-06-28,Capacciotti,189.25,42579200,28/06/2018,"189,25",42.579.200
2018-06-28,Occhito,189.81,175358060,28/06/2018,"189,81",175.358.060
2018-06-28,Osento,455.3,10620000,28/06/2018,"455,30",10.620.000
2018-06-29,Capaccio,146.22,15280596,29/06/2018,"146,22",15.280.596
2018-06-29,Capacciotti,189.25,42579200,29/06/2018,"189,25",42.579.200
2018-06-29,Occhito,189.77,174957020,29/06/2018,"189,77",174.957.020
2018-06-29,Osento,455.3,10620000,29/06/2018,"455,30",10.620.000
2018-06-30,Capaccio,146.17,15160006,30/06/2018,"146,17",15.160.006
2018-06-30,Capacciotti,189.25,42579200,30/06/2018,"189,25",42.579.200
2018-06-30,Occhito,189.72,174455720,30/06/2018,"189,72",174.455.720
2018-06-30,Osento,455.3,10620000,30/06/2018,"455,30",10.620.000
2018-07-01,Capaccio,146.1,14991180,01/07/2018,"146,10",14.991.180
2018-07-01,Capacciotti,189.2,42445300,01/07/2018,"189,20",42.445.300
2018-07-01,Occhito,189.64,173653640,01/07/2018,"189,64",173.653.640
2018-07-01,Osento,455.2,10530000,01/07/2018,"455,20",10.530.000
2018-07-02,Capaccio,146.04,14846472,02/07/2018,"146,04",14.846.472
2018-07-02,Capacciotti,189.1,42177500,02/07/2018,"189,10",42.177.500
2018-07-02,Occhito,189.57,172951820,02/07/2018,"189,57",172.951.820
2018-07-02,Osento,455.1,10440000,02/07/2018,"455,10",10.440.000
2018-07-03,Capaccio,145.97,14682500,03/07/2018,"145,97",14.682.500
2018-07-03,Capacciotti,189.0,41909700,03/07/2018,"189,00",41.909.700
2018-07-03,Occhito,189.49,172149740,03/07/2018,"189,49",172.149.740
2018-07-03,Osento,454.9,10270000,03/07/2018,"454,90",10.270.000
2018-07-04,Capaccio,145.84,14390000,04/07/2018,"145,84",14.390.000
2018-07-04,Capacciotti,188.9,41642100,04/07/2018,"188,90",41.642.100
2018-07-04,Occhito,189.42,171447920,04/07/2018,"189,42",171.447.920
2018-07-04,Osento,454.65,10070000,04/07/2018,"454,65",10.070.000
2018-07-05,Capaccio,145.71,14097500,05/07/2018,"145,71",14.097.500
2018-07-05,Capacciotti,188.7,41106500,05/07/2018,"188,70",41.106.500
2018-07-05,Occhito,189.34,170645840,05/07/2018,"189,34",170.645.840
2018-07-05,Osento,454.4,9890000,05/07/2018,"454,40",9.890.000
2018-07-06,Capaccio,145.63,13917500,06/07/2018,"145,63",13.917.500
2018-07-06,Capacciotti,188.55,40704800,06/07/2018,"188,55",40.704.800
2018-07-06,Occhito,189.27,169944020,06/07/2018,"189,27",169.944.020
2018-07-06,Osento,454.15,9740000,06/07/2018,"454,15",9.740.000
2018-07-07,Capaccio,145.56,13760000,07/07/2018,"145,56",13.760.000
2018-07-07,Capacciotti,188.4,40303100,07/07/2018,"188,40",40.303.100
2018-07-07,Occhito,189.17,168941420,07/07/2018,"189,17",168.941.420
2018-07-07,Osento,453.9,9560000,07/07/2018,"453,90",9.560.000
2018-07-08,Capaccio,145.49,13602500,08/07/2018,"145,49",13.602.500
2018-07-08,Capacciotti,188.25,39901400,08/07/2018,"188,25",39.901.400
2018-07-08,Occhito,189.09,168139340,08/07/2018,"189,09",168.139.340
2018-07-08,Osento,453.65,9335000,08/07/2018,"453,65",9.335.000
2018-07-09,Capaccio,145.41,13422500,09/07/2018,"145,41",13.422.500
2018-07-09,Capacciotti,188.05,39365800,09/07/2018,"188,05",39.365.800
2018-07-09,Occhito,189.01,167337260,09/07/2018,"189,01",167.337.260
2018-07-09,Osento,453.4,9138000,09/07/2018,"453,40",9.138.000
2018-07-10,Capaccio,145.31,13197500,10/07/2018,"145,31",13.197.500
2018-07-10,Capacciotti,187.9,38984500,10/07/2018,"187,90",38.984.500
2018-07-10,Occhito,188.92,166434920,10/07/2018,"188,92",166.434.920
2018-07-10,Osento,453.1,8952000,10/07/2018,"453,10",8.952.000
2018-07-11,Capaccio,145.22,12995000,11/07/2018,"145,22",12.995.000
2018-07-11,Capacciotti,187.75,38614000,11/07/2018,"187,75",38.614.000
2018-07-11,Occhito,188.83,165532580,11/07/2018,"188,83",165.532.580
2018-07-11,Osento,452.8,8702000,11/07/2018,"452,80",8.702.000
2018-07-12,Capaccio,145.13,12792500,12/07/2018,"145,13",12.792.500
2018-07-12,Capacciotti,187.65,38367000,12/07/2018,"187,65",38.367.000
2018-07-12,Occhito,188.73,164529980,12/07/2018,"188,73",164.529.980
2018-07-12,Osento,452.45,8393000,12/07/2018,"452,45",8.393.000
2018-07-13,Capaccio,145.03,12567500,13/07/2018,"145,03",12.567.500
2018-07-13,Capacciotti,187.55,38120000,13/07/2018,"187,55",38.120.000
2018-07-13,Occhito,188.64,163627640,13/07/2018,"188,64",163.627.640
2018-07-13,Osento,452.0,8150000,13/07/2018,"452,00",8.150.000
2018-07-14,Capaccio,144.92,12288000,14/07/2018,"144,92",12.288.000
2018-07-14,Capacciotti,187.4,37749500,14/07/2018,"187,40",37.749.500
2018-07-14,Occhito,188.53,162524780,14/07/2018,"188,53",162.524.780
2018-07-14,Osento,451.55,7880000,14/07/2018,"451,55",7.880.000
2018-07-15,Capaccio,144.8,11970000,15/07/2018,"144,80",11.970.000
2018-07-15,Capacciotti,187.15,37132000,15/07/2018,"187,15",37.132.000
2018-07-15,Occhito,188.42,161421920,15/07/2018,"188,42",161.421.920
2018-07-15,Osento,451.2,7700000,15/07/2018,"451,20",7.700.000
2018-07-16,Capaccio,144.69,11678500,16/07/2018,"144,69",11.678.500
2018-07-16,Capacciotti,187.0,36761500,16/07/2018,"187,00",36.761.500
2018-07-16,Occhito,188.34,160619840,16/07/2018,"188,34",160.619.840
2018-07-16,Osento,450.7,7390000,16/07/2018,"450,70",7.390.000
2018-07-17,Capaccio,144.58,11387000,17/07/2018,"144,58",11.387.000
2018-07-17,Capacciotti,186.85,36390700,17/07/2018,"186,85",36.390.700
2018-07-17,Occhito,188.25,159717500,17/07/2018,"188,25",159.717.500
2018-07-17,Osento,450.25,7125000,17/07/2018,"450,25",7.125.000
2018-07-18,Capaccio,144.53,11254500,18/07/2018,"144,53",11.254.500
2018-07-18,Capacciotti,186.7,36020200,18/07/2018,"186,70",36.020.200
2018-07-18,Occhito,188.2,159216200,18/07/2018,"188,20",159.216.200
2018-07-18,Osento,449.8,6860000,18/07/2018,"449,80",6.860.000
2018-07-19,Capaccio,144.45,11042500,19/07/2018,"144,45",11.042.500
2018-07-19,Capacciotti,186.6,35773200,19/07/2018,"186,60",35.773.200
2018-07-19,Occhito,188.13,158514380,19/07/2018,"188,13",158.514.380
2018-07-19,Osento,449.3,6554000,19/07/2018,"449,30",6.554.000
2018-07-20,Capaccio,144.33,10724500,20/07/2018,"144,33",10.724.500
2018-07-20,Capacciotti,186.4,35279200,20/07/2018,"186,40",35.279.200
2018-07-20,Occhito,188.05,157712300,20/07/2018,"188,05",157.712.300
2018-07-20,Osento,448.75,6245000,20/07/2018,"448,75",6.245.000
2018-07-21,Capaccio,144.21,10406500,21/07/2018,"144,21",10.406.500
2018-07-21,Capacciotti,186.2,34785200,21/07/2018,"186,20",34.785.200
2018-07-21,Occhito,187.95,156709700,21/07/2018,"187,95",156.709.700
2018-07-21,Osento,448.3,6000000,21/07/2018,"448,30",6.000.000
2018-07-22,Capaccio,144.1,10115000,22/07/2018,"144,10",10.115.000
2018-07-22,Capacciotti,186.0,34291200,22/07/2018,"186,00",34.291.200
2018-07-22,Occhito,187.86,155807360,22/07/2018,"187,86",155.807.360
2018-07-22,Osento,447.9,5834000,22/07/2018,"447,90",5.834.000
2018-07-23,Capaccio,143.98,9808000,23/07/2018,"143,98",9.808.000
2018-07-23,Capacciotti,185.85,33949600,23/07/2018,"185,85",33.949.600
2018-07-23,Occhito,187.76,154804760,23/07/2018,"187,76",154.804.760
2018-07-23,Osento,447.5,5650000,23/07/2018,"447,50",5.650.000
2018-07-24,Capaccio,143.9,9640000,24/07/2018,"143,90",9.640.000
2018-07-24,Capacciotti,185.75,33722200,24/07/2018,"185,75",33.722.200
2018-07-24,Occhito,187.78,155005280,24/07/2018,"187,78",155.005.280
2018-07-24,Osento,447.1,5378000,24/07/2018,"447,10",5.378.000
2018-07-25,Capaccio,143.81,9451000,25/07/2018,"143,81",9.451.000
2018-07-25,Capacciotti,185.75,33722200,25/07/2018,"185,75",33.722.200
2018-07-25,Occhito,187.71,154303460,25/07/2018,"187,71",154.303.460
2018-07-25,Osento,446.55,4986000,25/07/2018,"446,55",4.986.000
2018-07-26,Capaccio,143.69,9199000,26/07/2018,"143,69",9.199.000
2018-07-26,Capacciotti,185.7,33608500,26/07/2018,"185,70",33.608.500
2018-07-26,Occhito,187.63,153501380,26/07/2018,"187,63",153.501.380
2018-07-26,Osento,446.0,4700000,26/07/2018,"446,00",4.700.000
2018-07-27,Capaccio,143.56,8926000,27/07/2018,"143,56",8.926.000
2018-07-27,Capacciotti,185.65,33494800,27/07/2018,"185,65",33.494.800
2018-07-27,Occhito,187.52,152398520,27/07/2018,"187,52",152.398.520
2018-07-27,Osento,445.25,4375000,27/07/2018,"445,25",4.375.000
